,Unnamed: 0,id,TVShow,Episode,year,minutes,averageRating,numVotes
24979,62674,tt0552233,Da Vinci's Inquest,S07E03 That Sounds Like What We Call a Mutiny,2004,44,8.3,13
108556,340790,tt0868961,The X Factor UK,S03E07 Bootcamp 1,2006,60,3.2,14
57604,153862,tt0644830,McCloud,S05E04 The 42nd Street Cavalry,1974,94,7.4,62
96230,284819,tt0785750,Two Twisted,S01E01 There's Something About Kyanna,2006,22,6.3,23
130936,617842,tt1039242,Fruits Basket,S01E23 Is the Rumored Ri That Mother's Daughter?,2001,24,7.3,48
9606,19338,tt0508108,Alfred Hitchcock Presents,S02E38 A Little Sleep,1957,30,7.1,605
30708,76158,tt0565934,Dragnet,S08E25 The Big Starlet,1959,30,9.2,24
40848,104322,tt0594541,Gunsmoke,S19E07 The Widow and the Rogue,1973,60,8.1,157
84598,240649,tt0732914,Trailer Park Boys,S01E03 Mr. Lahey's Got My Porno Tape!,2001,23,8.0,785
70136,191545,tt0683170,Rawhide,S07E01 The Race,1964,60,8.5,91
91491,263692,tt0756600,Swat Kats: The Radical Squadron,S01E03 The Wrath of Dark Kat,1993,22,8.2,40
95409,280337,tt0779225,The Simple Life,S01E07 Goodbye and Good Luck,2004,21,5.0,61
101129,307219,tt0819410,The Real Ghostbusters,S03E11 Big Trouble with Little Slimer,1987,22,7.0,67
58489,156076,tt0647060,Miami Vice,S03E07 El Viejo,1986,47,8.1,465
25515,63577,tt0553141,The Daily Show,S10E106 John H. Richardson,2005,30,6.2,26
146718,1003031,tt1123241,Phenomenon,S01E01 Premiere,2007,60,6.6,10
73636,202262,tt0693964,Samurai Jack,S03E05 Episode XXXI - Jack and the Scarab,2002,23,8.6,565
53004,143232,tt0634132,Living Single,S02E04 Working Nine to Nine-Fifteen,1994,22,8.4,34
96898,288014,tt0789865,The Bob Newhart Show,S03E01 Big Brother Is Watching,1974,26,7.1,122
79088,216968,tt0708840,Star Trek: The Next Generation,S01E23 We'll Always Have Paris,1988,45,6.5,3322
66789,181963,tt0673336,Perry Mason,S08E01 The Case of the Missing Button,1964,52,7.7,270
139192,842498,tt1088469,The Lair,S01E02 Episode #1.2,2007,28,5.6,38
122335,430759,tt0988479,Saint Seiya: Knights of the Zodiac,S01E22 Honoo no fukkatsu! Fujimi no ikki,1987,25,7.7,167
81550,224795,tt0716784,TaleSpin,S01E46 Flight School Confidential,1991,22,7.2,66
20173,45159,tt0534528,CHiPs,S04E06 The Great 5K Star Race and Boulder Wrap Party: Part 2,1980,60,7.1,81
34705,87668,tt0577712,Fantasy Island,S01E16 Call Me Lucky/Torch Song,1978,60,6.5,90
103840,319095,tt0837890,The Bill,S07E93 Discretion,1991,25,7.6,37
115153,382158,tt0922786,Thundercats,S01E19 Mongor,1985,24,7.6,150
41912,107421,tt0597853,Have I Got News for You,S24E07 Episode #24.7,2002,30,6.2,10
105653,326855,tt0850033,Life with Derek,S03E03 Misadventures in Babysitting,2007,22,8.3,22
113082,371446,tt0909997,Dark Shadows,S01E851 Episode #1.851,1969,22,7.5,26
92958,268435,tt0762886,Mystery Science Theater 3000,S08E03 Deathstalker and the Warriors from Hell,1996,91,7.8,550
6540,11486,tt0496455,Raging Planet,S01E05 Flood,1997,60,6.2,12
33702,85898,tt0575923,Falcon Crest,"S03E26 For Better, for Worse",1984,60,8.2,40
102321,313364,tt0829539,Belأ­ssima,S01E13 Episode #1.13,2005,60,7.6,11
100180,302331,tt0811435,Doctor Who,S09E04 Day of the Daleks: Episode Four,1972,24,7.8,490
26526,65567,tt0555182,Dawson's Creek,S06E03 The Importance of Not Being Too Earnest,2002,42,6.6,217
144421,956205,tt1112984,The Carol Burnett Show,S08E02 Carol and Sis/Nora Desmond Roast,1974,60,7.7,32
9293,18537,tt0507191,Airwolf,S01E13 Rogue Warrior,1987,47,5.7,34
132260,652891,tt10472306,The Island,S01E02 Wirt,2020,48,6.8,112
43006,109592,tt0600045,Here's Lucy,S04E08 Lucy and Her All-Nun Band,1971,30,6.7,28
97034,288442,tt0790300,Rab C. Nesbitt,S08E01 Heat,1999,29,8.3,17
83118,228431,tt0720467,That's So Raven,S03E05 Five Finger Discount,2004,21,8.2,118
24773,61868,tt0551425,Curb Your Enthusiasm,S02E05 The Thong,2001,28,7.8,1776
51334,138735,tt0629558,Law & Order: Criminal Intent,S03E13 Pas de Deux,2004,43,8.0,328
20485,45498,tt0534871,CSI: NY,S02E07 Manhattan Manhunt,2005,50,7.8,426
111059,355336,tt0888855,"Harvey Birdman, Attorney at Law",S04E02 Incredible Hippo,2006,11,7.6,81
1623,2529,tt0131611,Tatort,S01E53 Mordgedanken,1975,97,6.4,48
2505,3887,tt0215723,"Cinأ©ma, de notre temps","S01E01 David Lynch, Don't Look at Me",1989,59,7.0,115
102313,313309,tt0829476,30-Second Bunny Theatre,\N,2004,1,7.2,105
87993,252836,tt0745392,"Welcome Back, Kotter",S02E17 Chicken a la Kotter,1977,30,7.1,54
21081,47171,tt0536562,The Carol Burnett Show,S01E29 Sid Caesar and Barbara McNair,1968,60,7.2,37
52114,140165,tt0630998,The Loretta Young Show,S04E10 The Great Divide,1956,30,8.6,7
117355,398224,tt0945024,Anthony Bourdain's a Cook's Tour,S01E07 Cod Crazy,2002,22,7.7,38
130580,607858,tt10369896,Nature,"S37E09 Equus ""Story of the Horse"" Part 2: Chasing the Wind",2019,53,8.3,28
136890,778612,tt10745474,The Late Show with Stephen Colbert,S04E189 Amanda Seyfried/Jacob Tremblay/Brady Noon/Keith L. Williams,2019,41,6.4,24
64251,172354,tt0663602,"O'Hara, U.S. Treasury",S01E03 Operation: Stolen Bonds,1971,60,7.5,9
24968,62663,tt0552222,Da Vinci's Inquest,S04E11 Pretend You Didn't See Me,2002,44,8.2,17
98912,297589,tt0803384,Please Sir!,S04E16 The Ugly Ducklings,1972,24,6.7,11
95314,279686,tt0778176,American Experience,S01E04 Eric Sevareid's Not So Wild a Dream,1988,58,6.2,15
126758,516455,tt1016921,The Many Loves of Dobie Gillis,S02E04 Dobie Goes Beatnik,1960,26,8.3,40
113542,373770,tt0912702,Drop the Dead Donkey,S01E03 A Clash of Interests,1990,25,7.3,26
93769,271967,tt0767547,Teenage Mutant Ninja Turtles,S04E31 Bebop and Rocksteady Conquer the Universe,1990,24,7.3,92
5071,8507,tt0394424,Cracker,S02E04 The Big Crunch: Part 1,1994,51,8.2,327
44589,113945,tt0604439,Homicide: Life on the Street,S07E21 The Why Chromosome,1999,44,7.4,84
129969,590836,tt10333062,The Loud House,S04E03 Roll Model with the Casagrandes/No Show with the Casagrandes,2019,22,7.1,167
114144,376292,tt0915612,EastEnders,S01E899 Episode #1.899,1993,28,7.3,11
64212,171992,tt0663225,Numb3rs,S01E06 Sabotage,2005,40,7.5,355
21967,50224,tt0539634,Checkmate,S02E01 Portrait of a Man Running,1961,60,7.9,17
64906,174610,tt0665886,One Day at a Time,S02E03 The Runaways: Part 3,1976,30,8.1,114
112596,368512,tt0906307,X,S01E13 Return,2002,25,8.2,122
141456,892086,tt10993802,DashieXP,S03E07 The Lazy Anthem (Music Video),2012,3,9.1,8
15888,33956,tt0523117,Bewitched,S02E10 Junior Executive,1965,25,8.6,337
135931,750739,tt10687514,Sengoku Basara: End of Judgement,S01E09 Sekigahara,2014,22,7.8,5
142347,910151,tt11031290,Tomorrow's Joe 2,S01E22 And then... the morning of the weighing,1981,24,8.9,36
96525,286452,tt0787966,Groأںstadtrevier,S20E06 Zurأ¼ck auf los,2006,48,7.9,18
92487,266811,tt0761131,Pokأ©mon,S01E67 Rival Confrontation! Okido Laboratory,1998,22,7.4,360
13610,29588,tt0518498,The Barbara Stanwyck Show,S01E23 The Golden Acres,1961,30,7.2,28
67366,183317,tt0674700,Picket Fences,S01E12 High Tidings,1992,47,7.8,79
94863,277178,tt0774386,Mystery Science Theater 3000,S07E10 The Violent Years,1994,93,7.6,461
36013,91778,tt0581877,Four Star Playhouse,S04E08 Looking Glass House,1955,30,6.0,17
103402,318094,tt0836599,Yu Yu Hakusho: Ghost Files,S01E03 Oitsumerareta Kuwabara! Otoko no chikai,1992,24,7.7,364
26137,64733,tt0554341,Daniel Boone,S04E16 The Imposter,1968,60,7.9,30
134229,704095,tt10585682,Have You Been Paying Attention?,S07E21 Episode #7.21,2019,46,8.2,5
186,443,tt0064648,McCloud,S01E00 Portrait of a Dead Girl,1970,98,6.4,154
138658,825973,tt1084920,Silver Spoons,S01E08 I'm Just Wild About Harry,1982,25,7.4,75
111976,363424,tt0899723,Foster's Home for Imaginary Friends,S04E10 Emancipation Complication,2006,23,7.2,64
83171,228484,tt0720520,That's So Raven,S02E18 The Road to Audition,2004,22,8.0,128
42390,107989,tt0598428,Hawkeye and the Last of the Mohicans,S01E01 Hawkeye's Homecoming,1957,26,7.4,46
103165,317449,tt0835911,101 Dalmatians: The Series,S01E33 Cruella World,1997,22,6.1,9
22364,50750,tt0540163,Cheyenne,S03E10 The Gamble,1958,60,8.6,80
116321,391353,tt0935960,Thundarr the Barbarian,S01E05 Treasure of the Moks,1980,20,7.4,34
79927,218221,tt0710126,Steptoe and Son,S02E03 The Stepmother,1963,30,7.7,50
64012,169959,tt0661185,Nip/Tuck,S01E06 Megan O'Hara,2003,48,7.8,481
42578,108497,tt0598941,Heartbeat,S02E05 Over the Hill,1993,51,7.7,37
66977,182277,tt0673650,Peter Gunn,S02E28 Slight Touch of Homicide,1960,25,8.1,74
135538,741231,tt10666646,MasterChef Australia,S10E53 SecondBite's Six-Course Degustation Challenge,2018,55,6.0,8
27185,67497,tt0557134,Decoy,S01E20 Across the World,1958,25,6.1,33
5098,8549,tt0394484,Les enquأھtes du commissaire Maigret,S01E22 Maigret et l'homme du banc,1973,96,8.7,13
32184,80762,tt0570611,Emergency!,S06E08 Captain Hook,1976,60,8.3,76
127434,529984,tt10198716,Chopped,S39E10 Squab Goals,2019,42,8.7,8
141401,890500,tt10990732,The Neighborhood,S02E03 Welcome to the Fresh Coat,2019,20,7.5,204
42343,107927,tt0598366,Hawaiian Eye,S04E19 The Long Way Home,1963,60,7.2,13
20266,45279,tt0534649,CSI: Crime Scene Investigation,S05E16 Big Middle,2005,43,7.4,720
89723,256836,tt0749446,The Wire,S01E03 The Buys,2002,55,8.2,5482
143449,936594,tt11086440,Riviera,S03E07 An eye for an eye,2020,42,6.6,103
91427,263515,tt0756400,Sonic X,S01E01 Chaos Control Freaks,2003,21,6.9,144
54164,146139,tt0637057,"Love, American Style",S01E12 Love and the Positive Man/Love and the Other Love/Love and the Bachelor,1969,60,6.7,40
70414,192156,tt0683786,Real Time with Bill Maher,S03E21 Episode #3.21,2005,60,4.5,48
22573,51626,tt0541055,ChuckleVision,S12E11 Double Trouble,2000,20,7.7,7
111806,361540,tt0897067,The Daily Show,S11E139 Jerry Seinfeld,2006,30,5.0,33
52419,141031,tt0631879,The Life and Legend of Wyatt Earp,S01E07 The Gambler,1955,30,7.6,63
119197,408956,tt0959673,Celebrity Deathmatch,S05E05 Robert DeNiro vs. James Gandolfini,2006,21,6.9,34
67063,182518,tt0673894,Petticoat Junction,S02E09 Bedloe's Nightmare,1964,26,7.9,36
133880,696255,tt10568250,Deadly Women,S13E06 Kill the Competition,2019,42,7.0,11
28173,69391,tt0559046,Dharma & Greg,S04E22 How This Happened,2001,30,7.8,108
74617,203743,tt0695461,Scarecrow and Mrs. King,S04E19 All That Glitters,1987,47,7.7,44
139323,845719,tt1089124,Beck: Mongolian Chop Squad,S01E07 Lucille,2004,24,8.0,26
69062,188654,tt0680263,Public Defender,S02E07 When Credit Is Due,1954,30,7.3,13
85259,242708,tt0735003,"Two Guys, a Girl and a Pizza Place",S03E22 Another Moving Script,2000,22,8.1,380
130046,593314,tt10338456,Shades of Guilt,S03E04 Der Freund,2019,45,6.7,44
30720,76196,tt0565972,Dragnet,S01E01 The Human Bomb,1951,30,7.9,107
10259,20234,tt0509007,All Creatures Great and Small,S05E07 A Present from Dublin,1988,49,7.9,57
28180,69398,tt0559053,Dharma & Greg,S02E21 It Never Happened One Night,1999,30,7.6,125
129105,571551,tt10290286,Horrible Histories,S08E05 Fearsome Families,2019,27,8.2,7
85796,245603,tt0737962,Upright Citizens Brigade,S03E05 Food,2000,22,7.8,16
98764,297150,tt0802738,"Little People, Big World",S01E05 Birthday Girls,2006,22,8.0,9
117867,401596,tt0949260,WCW Monday Nitro,S03E30 Miami Connection,1998,180,6.1,15
52809,142225,tt0633103,Little House on the Prairie,S02E18 The Long Road Home,1976,49,8.2,316
4523,7660,tt0369199,Biography,S16E06 Jan & Dean: The Other Beach Boys,2002,48,7.0,96
33467,85289,tt0575286,The Facts of Life,S03E04 A Friend in Deed,1981,30,7.2,73
109047,343366,tt0872751,Dark Shadows,S01E648 Episode #1.648,1968,23,7.2,31
22374,50760,tt0540173,Cheyenne,S02E02 The Long Winter,1956,60,8.6,104
31300,77622,tt0567443,Dynasty,S05E23 Photo Finish,1985,47,7.2,64
119329,409809,tt0960655,Time Team,"S12E05 Northborough, Peterborough",2005,48,8.5,17
125902,497964,tt10127048,He is Psychometric,S01E15 Episode #1.15,2019,60,8.7,16
91436,263539,tt0756428,Captain Scarlet,S01E02 Instrument of Destruction: Part Two,2005,22,7.6,30
15749,33794,tt0522955,"Beverly Hills, 90210",S03E15 The Kindness of Strangers,1992,46,6.5,171
54537,147187,tt0638109,M Squad,S01E03 Neighborhood Killer,1957,30,6.6,29
66793,181967,tt0673340,Perry Mason,S05E21 The Case of the Mystified Miner,1962,60,8.5,250
126313,506862,tt1014716,LazyTown,S02E16 Birthday Surprise,2007,23,6.7,28
67492,183598,tt0674983,Pistols 'n' Petticoats,S01E24 The Taming of Sorry Water,1967,30,7.0,8
31666,78284,tt0568111,ER,S07E15 The Crossing,2001,60,8.4,436
122490,431880,tt0990475,Reign: The Conqueror,S01E04 Ansatsu no onkai,1999,23,7.4,6
72343,197220,tt0688887,Roseanne,"S04E02 Take My Bike, Please!",1991,24,7.5,238
45198,118008,tt0608518,Hunter,S06E08 Shield of Honor,1989,60,8.1,71
84413,239918,tt0732171,Touched by an Angel,S02E21 The Quality of Mercy,1996,47,7.7,56
22835,52397,tt0541844,The Cisco Kid,S02E09 Kid Sister Trouble,1951,26,7.5,15
106507,331266,tt0856355,The Batman,S04E05 The Breakout,2006,23,8.0,179
39155,100723,tt0590903,Good Times,S05E18 The Boarder,1978,25,6.6,62
13468,29104,tt0517998,Bad Girls,S03E16 Coming Out,2001,48,9.1,88
104796,322431,tt0842304,Hazel,S01E30 Hazel the Matchmaker,1962,30,8.4,52
142919,925809,tt1106358,The State Within,S01E05 Episode #1.5,2006,50,7.9,58
71603,195259,tt0686910,Riptide,S01E11 Double Your Pleasure,1984,48,7.5,51
144343,954012,tt1112463,Kenan & Kel,S02E02 Clowning Around,1997,25,7.6,63
103034,316587,tt0834444,XXXHOLiC,S01E12 Summer Shadow,2006,25,7.8,28
98036,292610,tt0796564,Yu-Gi-Oh! GX,S01E22 The Duel Off: Part 2,2005,22,8.0,81
58289,155164,tt0646141,Melrose Place,S04E22 The Circle of Strife,1996,44,7.7,74
112999,371305,tt0909855,The Black Donnellys,S01E12 The Black Drop,2007,60,8.2,119
80144,219320,tt0711235,Street Hawk,S01E07 Chinatown Memories,1985,60,5.6,48
84050,234170,tt0726361,The Tonight Show Starring Johnny Carson,"S01E10 Melina Mercouri, Peter Wyden, Rise Stevens, Lonnie Donegan",1962,105,7.6,23
16757,35946,tt0525206,The Bill,S17E02 Criminal Practice,2001,25,7.5,40
107353,334764,tt0860952,The Adventures of Ozzie and Harriet,S03E08 The Odd Bolt,1954,30,7.8,24
134939,723676,tt10628706,The Life of Chuaner,S02E01 How Many of You?,2019,47,7.8,6
2298,3577,tt0204673,Tatort,S01E417 Dagoberts Enkel,1999,90,6.1,82
98341,294425,tt0799120,G.I. Joe,S02E28 Sins of Our Fathers,1986,23,7.3,52
61927,164186,tt0655246,My Wife and Kids,S01E05 Making the Grade,2001,22,7.2,164
78527,215996,tt0707844,Squidbillies,S01E04 Chalky Trouble,2005,12,7.5,56
39649,102507,tt0592713,Green Acres,S03E28 Instant Family,1968,30,7.9,85
102929,316070,tt0833646,The F.B.I. Files,S05E18 Deadly Influence,2003,51,6.7,23
81921,225222,tt0717219,Tales of Wells Fargo,S04E18 The Easterner,1960,30,7.9,37
1697,2646,tt0141655,Screen One,S02E01 News Hounds,1990,102,7.3,24
1608,2511,tt0130631,Bookmark,\N,1991,52,7.8,131
89279,256142,tt0748751,Will & Grace,S02E23 Ben? Her?: Part 1,2000,30,7.7,329
95108,278587,tt0776344,Digging for the Truth,S01E02 Nefertiti: The Mummy Returns,2005,35,6.3,12
138282,815733,tt1082788,The Universe,S01E10 Life and Death of a Star,2007,45,8.4,139
56473,151059,tt0641997,"Marcus Welby, M.D.",S04E12 Unto the Next Generation,1972,60,8.3,16
144157,950218,tt1111596,Jacob Two-Two,\N,2004,23,6.2,10
18880,41134,tt0530454,Bosom Buddies,S01E03 Loathe Thy Neighbor,1980,30,6.2,51
36168,92251,tt0582353,Frasier,S09E07 Bla-Z-Boy,2001,22,8.3,844
145944,988063,tt11199258,#martyisdead,S01E06 #recovery,2019,13,8.0,20
75410,205648,tt0697380,The Secret Life of Us,S03E09 Nature or Nurture?,2003,45,8.2,10
93815,272015,tt0767595,Teenage Mutant Ninja Turtles,S04E40 Rebel Without a Fin,1990,24,6.9,92
37574,95608,tt0585742,The Games,S02E09 Strike,2000,27,8.5,13
104965,323266,tt0844153,My New Best Friend,S01E05 Sam,2003,23,9.0,7
142988,926308,tt11064624,Rotten,S02E03 Troubled Water,2019,63,7.8,182
39152,100720,tt0590900,Good Times,S03E07 The Baby,1975,25,7.2,61
87038,250836,tt0743241,Wagon Train,S01E39 The Sacramento Story,1958,60,8.3,92
23635,54659,tt0544124,Cold Squad,S05E06 The One That Got Away,2001,43,8.2,15
56590,151361,tt0642302,Married... with Children,S07E14 It Doesn't Get Any Better Than This,1993,23,7.3,514
50381,134041,tt0624824,Laramie,S04E02 War Hero,1962,60,7.8,63
105117,323932,tt0845362,Rescue Me,S03E13 Beached,2006,48,8.6,202
107513,335601,tt0861964,Dark Shadows,S01E330 Episode #1.330,1967,22,7.1,52
122449,431651,tt0990164,Naruto: Shippuden,S01E05 Kazekage to shite...!,2007,24,8.1,698
24953,62648,tt0552207,Da Vinci's Inquest,S06E04 Iffy Areas Around the Edges,2003,44,8.0,15
52280,140851,tt0631699,Life Goes On,S04E05 Love Letters,1992,60,5.5,13
37793,96032,tt0586173,General Electric Theater,S04E10 Feathertop,1955,30,8.7,11
111957,362883,tt0898831,Torchwood,S01E10 Out of Time,2006,50,8.2,1338
85763,245479,tt0737837,The Untouchables,S03E18 The Stryker Brothers,1962,52,8.0,59
83766,231839,tt0724024,Titus,S03E05 Grad School,2001,22,7.5,46
71866,196124,tt0687784,Robot Chicken,S01E20 That Hurts Me,2005,11,7.3,248
141866,901247,tt11013004,Azur Lane,"S01E02 MELEE - Pulsing Waves, Steel Wings",2019,24,6.2,20
82222,225951,tt0717955,Tarzan,S01E14 End of the River,1966,60,6.6,18
128030,544592,tt10231314,Big Hero 6: The Series,S02E09 Supersonic Sue,2019,22,8.5,66
41137,105416,tt0595829,Hangin' with Mr. Cooper,S04E21 Breaking Up Is Hard to Do,1996,21,7.6,19
75375,205596,tt0697328,Secret Army,S01E05 Second Chance,1977,54,8.2,60
102097,312442,tt0827850,Leave It to Beaver,S01E37 Beaver Runs Away,1958,30,7.9,139
64386,172782,tt0664033,The Oblongs,S01E06 The Golden Child,2001,22,7.3,77
62011,164377,tt0655437,Mystery Science Theater 3000,S09E22 Overdrawn at the Memory Bank,1997,91,8.1,812
73084,199945,tt0691631,Russell Coight's All Aussie Adventures,S01E05 High Country: Part 2,2001,22,7.8,27
133016,672363,tt10516192,Cynful Movies,S01E01 The Curse of the Werewolf,2019,120,8.3,7
120903,421295,tt0976010,Dexter's Laboratory,S04E05 Head Band/Stuffed Animal House/Used Ink,2002,23,6.4,103
114754,380252,tt0919947,Welcome to the N.H.K.,S01E14 Riaru ni yأ´koso!,2006,24,8.4,108
90921,259684,tt0752330,The Young Riders,S01E10 End of Innocence,1989,47,7.7,39
54234,146217,tt0637135,"Love, American Style",S02E02 Love and the Nurse/Love and the Old Boyfriend,1970,30,6.7,21
5533,9336,tt0400125,Biography,S01E13 Roman Polanski: Reflections of Darkness,1999,60,8.5,114
107867,337535,tt0864501,Das Erbe der Guldenburgs,S01E02 Die schwarze Rose,1987,43,6.5,14
63415,168696,tt0659846,New York Undercover,S02E11 The Finals,1995,44,8.5,30
18818,40901,tt0530221,Boon,S05E08 Burning Ambition,1990,50,6.6,7
100829,305224,tt0815824,Howard Stern on Demand,\N,2006,49,5.7,14
59298,158333,tt0649345,Mission: Impossible,S05E11 The Rebel,1970,60,7.1,148
52695,142111,tt0632987,Little House on the Prairie,S01E19 Circus Man,1975,50,7.2,341
36290,92373,tt0582475,Frasier,S10E03 Proxy Prexy,2002,22,7.6,683
60166,160124,tt0651158,The Morecambe & Wise Show,S05E02 Episode #5.2,1971,45,7.7,10
111470,359109,tt0894083,The Game,S01E06 Rift and Separate,2006,21,7.9,29
50898,138299,tt0629120,Laverne & Shirley,S08E05 The Playboy Show,1982,30,7.7,103
88689,254690,tt0747276,Where the Heart Is,S04E02 No Regrets,2000,49,7.6,9
110523,352203,tt0884560,Foster's Home for Imaginary Friends,S04E09 Bloo's the Boss,2006,23,7.7,83
108825,342505,tt0871384,Trinity Blood,S01E03 The Star of Sorrow I. City of Blood,2005,24,6.0,31
147276,1017263,tt11264088,The World According to Jeff Goldblum,S01E03 Tattoos,2019,29,7.4,255
114762,380290,tt0919985,Nonstop Nonsens,S01E12 Didi als Gigolo,1978,42,7.3,12
62869,166499,tt0657592,Nash Bridges,S02E08 Zodiac,1996,46,7.6,71
21838,49981,tt0539390,Charmed,S08E02 Malice in Wonderland,2005,42,6.5,534
35817,90832,tt0580916,Follow the Sun,S01E21 The Dumbest Blonde,1962,60,9.4,7
27660,68503,tt0558150,Derrick,S10E08 Attentat auf Derrick,1983,57,7.5,71
141114,885509,tt10980082,One Day at Disney,S01E28 Scot Drake: Imagineering Creative Executive,2020,6,7.4,27
53601,145238,tt0636149,The Lost World,S02E06 Skin Deep,2000,43,7.6,53
118837,406352,tt0956387,Bluer Than Indigo,S02E09 Shirotae,2003,23,6.4,8
122842,434286,tt0993369,Long Vacation,S01E06 Kiss,1996,46,8.4,9
64563,173163,tt0664422,The Odyssey,S02E06 The Prophecy,1994,24,6.6,10
78742,216622,tt0708481,Star Trek,S02E24 The Ultimate Computer,1968,50,8.0,3274
17799,37866,tt0527176,Blossom,S05E09 Blossom Gump,1994,22,7.5,41
10434,20685,tt0509458,All Saints,S07E36 Extra Mile,2004,43,8.2,8
93288,269474,tt0764028,King of the Hill,S10E06 Orange You Sad I Did Say Banana?,2005,23,7.2,272
16540,35692,tt0524952,The Bill,S21E40 Rise and Fall,2005,50,7.7,11
4635,7913,tt0383645,Strawberry Shortcake,S01E01 Meet Strawberry Shortcake,2003,43,6.3,150
131383,631628,tt10423786,Skam Espaأ±a,S02E10 Minuto a minuto,2019,36,9.0,42
132332,654859,tt1047723,Sailor Moon,S05E25 When a Light Butterfly Dances in the Air! Foresight of the New Wave,1996,24,7.9,56
